RD_LOG_ID_R,SEGMENT_ID_R,FULL_NAME_R,road_class,RUCODE,LENGTH,setting,LENGTH_R,GMA_JURISD,tomatch,distance,sidewalk_left,sidewalk_right,shoulder_right,shoulder_left,standard_sidewalk,standard_shoulder,score_left,score_right,score,the_score,the_length,w_score
51810,12416,OLYMPUS DR NE,Local Access,2,446,Urban,446,Bremerton East UGA,Bremerton East UGA,446,NA,NA,3,3,5,NA,1,1,2,2,446,892
53060,12428,NE DENNY ST,Local Access,2,1315,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1315,0
53970,12395,PETERSVILLE RD NE,Major Collector,2,221,Urban,221,Bremerton East UGA,Bremerton East UGA,221,NA,NA,3,NA,6,NA,0,1,1,1,221,221
53970,2891,PETERSVILLE RD NE,Major Collector,2,92,Urban,92,Bremerton East UGA,Bremerton East UGA,92,NA,NA,3,NA,6,NA,0,1,1,1,92,92
53970,613,PETERSVILLE RD NE,Major Collector,2,280,Urban,280,Bremerton East UGA,Bremerton East UGA,280,NA,NA,3,NA,6,NA,0,1,1,1,280,280
53970,14312,PETERSVILLE RD NE,Major Collector,2,69,Urban,69,Bremerton East UGA,Bremerton East UGA,69,NA,NA,3,NA,6,NA,0,1,1,1,69,69
53300,5315,NE SYLVAN WAY,Major Collector,2,337,Urban,337,Bremerton East UGA,Bremerton East UGA,337,NA,NA,3,3,6,NA,1,1,2,2,337,674
53300,3766,NE SYLVAN WAY,Major Collector,2,246,Urban,246,Bremerton East UGA,Bremerton East UGA,246,NA,NA,3,3,6,NA,1,1,2,2,246,492
52020,10720,NE WARNER ST,Local Access,2,677,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,677,0
53300,6250,NE SYLVAN WAY,Minor Arterial,2,342,Urban,342,Bremerton East UGA,Bremerton East UGA,3,NA,NA,3,3,6,NA,1,1,2,2,3,6
53300,6250,NE SYLVAN WAY,Minor Arterial,2,342,Urban,342,Bremerton East UGA,Bremerton East UGA,340,NA,NA,3,3,6,NA,1,1,2,2,340,680
53300,6650,NE SYLVAN WAY,Minor Arterial,2,1319,Urban,1319,Bremerton East UGA,Bremerton East UGA,1138,NA,NA,NA,3,6,NA,1,0,1,1,1138,1138
53300,6650,NE SYLVAN WAY,Minor Arterial,2,1319,Urban,1319,Bremerton East UGA,Bremerton East UGA,1,NA,NA,NA,3,6,NA,1,0,1,1,1,1
52460,8611,BOOTLEG HILL PL NE,Local Access,2,1072,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1072,0
53300,8156,NE SYLVAN WAY,Major Collector,2,321,Urban,321,Bremerton East UGA,Bremerton East UGA,198,NA,NA,NA,3,6,NA,1,0,1,1,198,198
53300,8156,NE SYLVAN WAY,Major Collector,2,321,Urban,321,Bremerton East UGA,Bremerton East UGA,196,NA,NA,3,NA,6,NA,0,1,1,1,196,196
50909,5466,PERRY AVE NE,Minor Arterial,2,1485,Urban,1485,Bremerton East UGA,Bremerton East UGA,0,NA,NA,4,4,6,NA,1,1,2,2,0,0
50909,3060,PERRY AVE NE,Minor Arterial,2,274,Urban,274,Bremerton East UGA,Bremerton East UGA,274,NA,NA,4,4,6,NA,1,1,2,2,274,548
52396,6928,PICKERING PL NE,Local Access,2,178,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,178,0
50090,47,TRENTON AVE NE,Major Collector,2,101,Urban,101,Bremerton East UGA,Bremerton East UGA,101,NA,NA,2,2,6,NA,1,1,2,2,101,202
50090,13364,TRENTON AVE NE,Major Collector,2,177,Urban,177,Bremerton East UGA,Bremerton East UGA,175,NA,NA,2,NA,6,NA,0,1,1,1,175,175
50090,4190,TRENTON AVE NE,Major Collector,2,318,Urban,318,Bremerton East UGA,Bremerton East UGA,318,NA,NA,2,2,6,NA,1,1,2,2,318,636
50090,4461,TRENTON AVE NE,Major Collector,2,245,Urban,245,Bremerton East UGA,Bremerton East UGA,245,NA,NA,2,2,6,NA,1,1,2,2,245,490
50090,2507,TRENTON AVE NE,Major Collector,2,0,Urban,0,Bremerton East UGA,Bremerton East UGA,0,NA,NA,2,2,6,NA,1,1,2,2,0,0
50090,1756,TRENTON AVE NE,Major Collector,2,247,Urban,247,Bremerton East UGA,Bremerton East UGA,247,NA,NA,2,2,6,NA,1,1,2,2,247,494
50090,3019,TRENTON AVE NE,Major Collector,2,156,Urban,156,Bremerton East UGA,Bremerton East UGA,156,NA,NA,2,2,6,NA,1,1,2,2,156,312
50640,9328,NE STONE WAY,Major Collector,2,0,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
50160,9796,NE ALDER ST,Local Access,2,674,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,674,0
50010,11335,JACOBSEN BLVD NE,Local Access,2,127,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,127,0
50909,13067,PERRY AVE NE,Minor Arterial,2,67,Urban,67,Bremerton East UGA,Bremerton East UGA,67,NA,NA,4,4,6,NA,1,1,2,2,67,134
50760,10657,NE CENTER ST,Local Access,2,601,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,601,0
50090,7312,TRENTON AVE NE,Major Collector,2,142,Urban,142,Bremerton East UGA,Bremerton East UGA,142,NA,NA,2,2,6,NA,1,1,2,2,142,284
50090,3876,TRENTON AVE NE,Major Collector,2,152,Urban,152,Bremerton East UGA,Bremerton East UGA,152,NA,NA,2,2,6,NA,1,1,2,2,152,304
50090,12651,TRENTON AVE NE,Major Collector,2,329,Urban,329,Bremerton East UGA,Bremerton East UGA,329,NA,NA,2,2,6,NA,1,1,2,2,329,658
50090,11713,TRENTON AVE NE,Major Collector,2,338,Urban,338,Bremerton East UGA,Bremerton East UGA,338,NA,NA,2,2,6,NA,1,1,2,2,338,676
50090,7654,TRENTON AVE NE,Major Collector,2,331,Urban,331,Bremerton East UGA,Bremerton East UGA,331,NA,NA,2,2,6,NA,1,1,2,2,331,662
50090,12250,TRENTON AVE NE,Major Collector,2,319,Urban,319,Bremerton East UGA,Bremerton East UGA,319,NA,NA,2,2,6,NA,1,1,2,2,319,638
50090,12201,TRENTON AVE NE,Major Collector,2,333,Urban,333,Bremerton East UGA,Bremerton East UGA,333,NA,NA,2,2,6,NA,1,1,2,2,333,666
50090,10199,TRENTON AVE NE,Major Collector,2,540,Urban,540,Bremerton East UGA,Bremerton East UGA,540,NA,NA,2,2,6,NA,1,1,2,2,540,1080
50090,8919,TRENTON AVE NE,Major Collector,2,331,Urban,331,Bremerton East UGA,Bremerton East UGA,331,NA,NA,2,2,6,NA,1,1,2,2,331,662
50909,10934,PERRY AVE NE,Minor Arterial,2,641,Urban,641,Bremerton East UGA,Bremerton East UGA,641,NA,NA,4,4,6,NA,1,1,2,2,641,1282
50909,7781,PERRY AVE NE,Minor Arterial,2,666,Urban,666,Bremerton East UGA,Bremerton East UGA,0,NA,NA,4,4,6,NA,1,1,2,2,0,0
50909,7781,PERRY AVE NE,Minor Arterial,2,666,Urban,666,Bremerton East UGA,Bremerton East UGA,666,NA,NA,4,4,6,NA,1,1,2,2,666,1332
50909,8303,PERRY AVE NE,Minor Arterial,2,188,Urban,188,Bremerton East UGA,Bremerton East UGA,188,NA,NA,4,4,6,NA,1,1,2,2,188,376
50909,472,PERRY AVE NE,Minor Arterial,2,132,Urban,132,Bremerton East UGA,Bremerton East UGA,132,NA,NA,4,4,6,NA,1,1,2,2,132,264
50090,5771,TRENTON AVE NE,Major Collector,2,169,Urban,169,Bremerton East UGA,Bremerton East UGA,169,NA,NA,2,2,6,NA,1,1,2,2,169,338
51160,568,SHERIDAN RD,Minor Arterial,2,402,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,402,0
52395,8558,PICKERING AVE NE,Local Access,2,638,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,638,0
50090,458,TRENTON AVE NE,Major Collector,2,248,Urban,248,Bremerton East UGA,Bremerton East UGA,247,NA,NA,2,2,6,NA,1,1,2,2,247,494
52450,11680,HILLSIDE DR NE,Local Access,2,605,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,605,0
54390,2028,OLYMPUS DR NE,Local Access,2,129,Urban,129,Bremerton East UGA,Bremerton East UGA,3,NA,NA,3,3,5,NA,1,1,2,2,3,6
5030,1381,NE 31ST ST,Local Access,2,427,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,427,0
5030,16648,NE 31ST ST,Local Access,2,243,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,243,0
50909,2954,PERRY AVE NE,Minor Arterial,2,565,Urban,565,Bremerton East UGA,Bremerton East UGA,0,NA,NA,4,NA,6,NA,0,1,1,1,0,0
50509,6312,TRACYTON BEACH RD NW,Major Collector,2,1610,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1610,0
50509,18418,TRACYTON BEACH RD NW,Major Collector,2,0,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
53300,18433,NE SYLVAN WAY,Major Collector,2,9,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,0
51690,18584,PINE RD NE,Major Collector,2,24,Urban,24,Bremerton East UGA,Bremerton East UGA,23,NA,NA,4,4,6,NA,1,1,2,2,23,46
51690,18584,PINE RD NE,Major Collector,2,24,Urban,24,Bremerton East UGA,Bremerton East UGA,1,NA,NA,4,5,6,NA,1,1,2,2,1,2
54080,2422,NE IVY RD,Local Access,2,631,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,631,0
5030,5645,NE 31ST ST,Local Access,2,324,Urban,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,324,0
53300,3274,NE SYLVAN WAY,Minor Arterial,2,187,Urban,187,Bremerton East UGA,Bremerton East UGA,187,NA,NA,3,3,6,NA,1,1,2,2,187,374
53300,5885,NE SYLVAN WAY,Minor Arterial,2,61,Urban,61,Bremerton East UGA,Bremerton East UGA,61,NA,NA,3,3,6,NA,1,1,2,2,61,122
53300,12973,NE SYLVAN WAY,Minor Arterial,2,101,Urban,101,Bremerton East UGA,Bremerton East UGA,101,NA,NA,3,3,6,NA,1,1,2,2,101,202
